city,month,year,decibel_level,traffic_density,green_space_area,air_quality_index,happiness_score,cost_of_living_index,healthcare_index,date,period
Montreal,July,2022,47,Medium,22.0,138.0,7.06,113,98.0,2022-07-01,2022-07
San Francisco,July,2022,66,Low,72.0,84.0,8.75,124,82.0,2022-07-01,2022-07
Helsinki,July,2022,54,High,85.0,149.0,8.62,125,89.0,2022-07-01,2022-07
Oslo,July,2022,59,Medium,62.0,55.0,9.98,98,89.0,2022-07-01,2022-07
Sydney,July,2022,76,Medium,80.0,121.0,8.81,98,91.0,2022-07-01,2022-07
Dublin,July,2022,82,High,74.0,54.0,8.74,69,68.0,2022-07-01,2022-07
London,July,2022,62,High,41.0,32.0,9.42,115,85.0,2022-07-01,2022-07
Toronto,July,2022,47,Medium,19.0,115.0,6.87,116,80.0,2022-07-01,2022-07
Tokyo,July,2022,70,Medium,70.0,51.0,9.27,118,87.0,2022-07-01,2022-07
Stockholm,July,2022,78,Low,48.0,86.0,8.81,119,88.0,2022-07-01,2022-07
Berlin,July,2022,57,Low,82.0,33.0,10.0,93,90.0,2022-07-01,2022-07
Paris,July,2022,55,Medium,20.0,36.0,8.18,54,95.0,2022-07-01,2022-07
Rome,July,2022,73,Low,15.0,119.0,5.56,77,94.0,2022-07-01,2022-07
London,August,2022,54,High,38.0,61.0,8.44,119,86.0,2022-08-01,2022-08
San Francisco,August,2022,64,Very High,24.0,39.0,7.09,96,90.0,2022-08-01,2022-08
Auckland,August,2022,56,Medium,45.0,44.0,8.52,99,67.0,2022-08-01,2022-08
Toronto,August,2022,85,Medium,61.0,59.0,8.93,120,66.0,2022-08-01,2022-08
Zurich,August,2022,63,Medium,49.0,51.0,9.75,119,84.0,2022-08-01,2022-08
Dublin,August,2022,59,Low,58.0,69.0,7.82,104,92.0,2022-08-01,2022-08
Stockholm,August,2022,54,Medium,15.0,125.0,6.15,115,97.0,2022-08-01,2022-08
Oslo,August,2022,56,Low,72.0,139.0,8.08,56,71.0,2022-08-01,2022-08
Paris,August,2022,63,Very High,19.0,107.0,6.01,75,81.0,2022-08-01,2022-08
Prague,August,2022,80,Medium,71.0,57.0,9.85,235,94.0,2022-08-01,2022-08
Sydney,August,2022,54,Low,47.0,141.0,7.93,92,83.0,2022-08-01,2022-08
New York,August,2022,62,Medium,10.0,52.0,8.26,115,77.0,2022-08-01,2022-08
Warsaw,August,2022,75,High,46.0,76.0,8.0,100,87.0,2022-08-01,2022-08
Melbourne,August,2022,56,Low,37.0,113.0,8.91,53,71.0,2022-08-01,2022-08
Tokyo,August,2022,76,Medium,16.0,89.0,7.22,127,99.0,2022-08-01,2022-08
Barcelona,August,2022,61,Low,49.0,143.0,7.67,109,90.0,2022-08-01,2022-08
Berlin,August,2022,48,High,52.0,134.0,6.52,88,80.0,2022-08-01,2022-08
New York,August,2022,54,High,49.0,111.0,8.83,119,61.0,2022-08-01,2022-08
Montreal,August,2022,61,Low,20.0,103.0,7.57,121,75.0,2022-08-01,2022-08
Lisbon,August,2022,73,High,41.0,139.0,7.71,120,72.0,2022-08-01,2022-08
Copenhagen,August,2022,66,Low,54.0,94.0,7.97,109,78.0,2022-08-01,2022-08
Vienna,August,2022,55,Low,73.0,70.0,8.76,281,60.0,2022-08-01,2022-08
Helsinki,August,2022,82,Very High,53.0,96.0,6.78,104,84.0,2022-08-01,2022-08
Toronto,September,2022,79,Medium,35.0,74.0,8.95,72,64.0,2022-09-01,2022-09
Prague,September,2022,54,High,54.0,53.0,8.15,126,70.0,2022-09-01,2022-09
Tokyo,September,2022,68,Low,30.0,46.0,8.93,123,77.0,2022-09-01,2022-09
Rome,September,2022,81,Medium,54.0,89.0,7.97,69,96.0,2022-09-01,2022-09
San Francisco,September,2022,45,Low,28.0,123.0,6.27,91,85.0,2022-09-01,2022-09
London,September,2022,72,Low,18.0,148.0,5.1,105,90.0,2022-09-01,2022-09
Lisbon,September,2022,68,Very High,56.0,63.0,9.52,80,82.0,2022-09-01,2022-09
Montreal,September,2022,61,Medium,17.0,60.0,8.27,54,75.0,2022-09-01,2022-09
Zurich,September,2022,85,Medium,12.0,142.0,5.16,114,73.0,2022-09-01,2022-09
Copenhagen,September,2022,50,High,30.0,66.0,7.18,66,70.0,2022-09-01,2022-09
Barcelona,September,2022,54,Medium,58.0,82.0,10.0,75,96.0,2022-09-01,2022-09
Vienna,September,2022,60,Very High,19.0,105.0,7.58,102,96.0,2022-09-01,2022-09
Warsaw,September,2022,82,Medium,63.0,102.0,6.59,74,87.0,2022-09-01,2022-09
Stockholm,September,2022,66,High,39.0,97.0,7.31,64,66.0,2022-09-01,2022-09
Helsinki,September,2022,51,High,76.0,142.0,7.84,71,77.0,2022-09-01,2022-09
Berlin,September,2022,69,Very High,29.0,33.0,7.28,71,84.0,2022-09-01,2022-09
Sydney,September,2022,85,Very High,43.0,148.0,6.95,62,60.0,2022-09-01,2022-09
Paris,September,2022,82,Medium,71.0,115.0,8.02,119,65.0,2022-09-01,2022-09
New York,September,2022,76,Very High,36.0,77.0,8.79,68,60.0,2022-09-01,2022-09
Melbourne,September,2022,49,Medium,64.0,114.0,7.81,80,69.0,2022-09-01,2022-09
Oslo,September,2022,81,High,63.0,88.0,9.79,72,82.0,2022-09-01,2022-09
Auckland,September,2022,73,Medium,25.0,39.0,7.4,90,64.0,2022-09-01,2022-09
Sydney,September,2022,79,Very High,43.0,89.0,7.79,91,71.0,2022-09-01,2022-09
Dublin,September,2022,65,Very High,16.0,30.0,7.14,110,98.0,2022-09-01,2022-09
Paris,October,2022,46,High,22.0,69.0,9.42,88,60.0,2022-10-01,2022-10
Warsaw,October,2022,84,Low,22.0,39.0,6.24,57,92.0,2022-10-01,2022-10
Oslo,October,2022,75,High,80.0,71.0,9.38,101,89.0,2022-10-01,2022-10
Toronto,October,2022,63,High,11.0,51.0,8.24,73,88.0,2022-10-01,2022-10
Auckland,October,2022,53,High,56.0,45.0,9.65,113,95.0,2022-10-01,2022-10
Berlin,October,2022,64,Very High,21.0,60.0,8.55,88,83.0,2022-10-01,2022-10
Stockholm,October,2022,69,Low,52.0,83.0,8.06,88,63.0,2022-10-01,2022-10
New York,October,2022,72,Medium,16.0,69.0,7.24,98,80.0,2022-10-01,2022-10
Tokyo,October,2022,72,High,33.0,42.0,8.85,130,98.0,2022-10-01,2022-10
London,October,2022,60,Medium,60.0,81.0,8.46,128,81.0,2022-10-01,2022-10
Montreal,October,2022,69,Medium,44.0,89.0,7.77,122,91.0,2022-10-01,2022-10
Lisbon,October,2022,75,High,22.0,130.0,5.58,63,98.0,2022-10-01,2022-10
Sydney,October,2022,52,High,59.0,134.0,6.7,115,61.0,2022-10-01,2022-10
Zurich,October,2022,71,High,35.0,115.0,6.06,97,64.0,2022-10-01,2022-10
Helsinki,October,2022,80,Medium,39.0,48.0,8.32,71,62.0,2022-10-01,2022-10
Prague,October,2022,55,Low,28.0,40.0,7.23,70,67.0,2022-10-01,2022-10
Barcelona,October,2022,62,Low,32.0,89.0,8.41,71,70.0,2022-10-01,2022-10
Vienna,October,2022,73,Medium,39.0,76.0,7.87,117,88.0,2022-10-01,2022-10
Melbourne,October,2022,71,Low,36.0,150.0,7.23,109,91.0,2022-10-01,2022-10
Dublin,October,2022,68,Medium,80.0,46.0,9.57,125,83.0,2022-10-01,2022-10
Rome,October,2022,67,Low,74.0,117.0,9.3,51,84.0,2022-10-01,2022-10
San Francisco,October,2022,80,Medium,13.0,67.0,6.25,81,76.0,2022-10-01,2022-10
Copenhagen,October,2022,55,Medium,12.0,63.0,6.41,114,64.0,2022-10-01,2022-10
Lisbon,November,2022,72,High,16.0,86.0,5.43,71,88.0,2022-11-01,2022-11
Stockholm,November,2022,66,High,20.0,53.0,9.2,80,85.0,2022-11-01,2022-11
Copenhagen,November,2022,54,Medium,15.0,101.0,8.24,115,66.0,2022-11-01,2022-11
Sydney,November,2022,80,Low,18.0,138.0,5.56,109,72.0,2022-11-01,2022-11
San Francisco,November,2022,79,Low,52.0,93.0,6.76,89,73.0,2022-11-01,2022-11
Zurich,November,2022,63,High,48.0,136.0,8.36,106,81.0,2022-11-01,2022-11
Helsinki,November,2022,73,High,36.0,103.0,8.45,108,67.0,2022-11-01,2022-11
London,November,2022,54,Low,79.0,144.0,10.0,50,62.0,2022-11-01,2022-11
Dublin,November,2022,57,Low,15.0,146.0,6.33,107,64.0,2022-11-01,2022-11
Rome,November,2022,56,Low,28.0,93.0,7.39,106,65.0,2022-11-01,2022-11
Melbourne,November,2022,73,Medium,73.0,122.0,8.11,124,71.0,2022-11-01,2022-11
Rome,November,2022,75,High,76.0,82.0,8.77,106,89.0,2022-11-01,2022-11
New York,November,2022,70,Low,14.0,129.0,4.97,103,64.0,2022-11-01,2022-11
Warsaw,November,2022,58,Low,49.0,89.0,8.22,111,71.0,2022-11-01,2022-11
Paris,November,2022,76,Medium,68.0,68.0,8.89,59,98.0,2022-11-01,2022-11
Montreal,November,2022,72,High,52.0,76.0,9.69,110,77.0,2022-11-01,2022-11
Auckland,November,2022,81,Very High,71.0,128.0,7.9,90,88.0,2022-11-01,2022-11
Berlin,November,2022,78,Low,34.0,91.0,8.51,91,66.0,2022-11-01,2022-11
Vienna,November,2022,61,Very High,41.0,110.0,6.3,83,98.0,2022-11-01,2022-11
Oslo,November,2022,61,Medium,77.0,96.0,10.0,81,72.0,2022-11-01,2022-11
Prague,November,2022,73,Medium,16.0,91.0,5.98,116,96.0,2022-11-01,2022-11
Toronto,November,2022,74,Low,79.0,116.0,7.62,105,100.0,2022-11-01,2022-11
Barcelona,November,2022,68,High,47.0,98.0,8.53,91,93.0,2022-11-01,2022-11
Warsaw,December,2022,85,High,10.0,78.0,5.31,128,67.0,2022-12-01,2022-12
Oslo,December,2022,74,Low,10.0,67.0,6.25,68,64.0,2022-12-01,2022-12
Sydney,December,2022,76,Low,77.0,135.0,8.69,60,97.0,2022-12-01,2022-12
New York,December,2022,66,Low,13.0,93.0,5.83,122,61.0,2022-12-01,2022-12
Zurich,December,2022,45,Medium,66.0,105.0,9.44,92,71.0,2022-12-01,2022-12
Auckland,December,2022,52,Medium,26.0,146.0,5.74,88,80.0,2022-12-01,2022-12
Melbourne,December,2022,65,High,73.0,57.0,8.78,121,93.0,2022-12-01,2022-12
Dublin,December,2022,80,High,26.0,100.0,5.34,96,67.0,2022-12-01,2022-12
Helsinki,December,2022,50,Medium,45.0,44.0,8.93,78,80.0,2022-12-01,2022-12
Stockholm,December,2022,64,Medium,82.0,35.0,9.55,116,73.0,2022-12-01,2022-12
Lisbon,December,2022,83,Low,45.0,144.0,5.86,67,73.0,2022-12-01,2022-12
San Francisco,December,2022,60,Medium,62.0,96.0,8.53,98,69.0,2022-12-01,2022-12
Vienna,December,2022,55,Medium,71.0,60.0,9.6,78,92.0,2022-12-01,2022-12
Berlin,December,2022,83,High,76.0,69.0,9.97,92,62.0,2022-12-01,2022-12
Toronto,December,2022,58,Medium,35.0,136.0,6.31,110,94.0,2022-12-01,2022-12
Prague,December,2022,71,Low,23.0,44.0,8.01,103,66.0,2022-12-01,2022-12
Paris,December,2022,47,Medium,19.0,130.0,6.39,113,67.0,2022-12-01,2022-12
Montreal,December,2022,68,Very High,45.0,52.0,8.14,51,99.0,2022-12-01,2022-12
Barcelona,December,2022,47,High,59.0,69.0,9.08,87,93.0,2022-12-01,2022-12
Copenhagen,December,2022,55,High,23.0,35.0,9.19,76,70.0,2022-12-01,2022-12
London,December,2022,47,High,15.0,69.0,9.08,60,80.0,2022-12-01,2022-12
Tokyo,December,2022,67,Low,28.0,97.0,8.27,85,98.0,2022-12-01,2022-12
Oslo,January,2023,78,Low,19.0,89.0,6.53,113,100.0,2023-01-01,2023-01
Auckland,January,2023,79,Medium,80.0,110.0,9.11,71,97.0,2023-01-01,2023-01
Warsaw,January,2023,51,Medium,79.0,89.0,10.0,95,66.0,2023-01-01,2023-01
Lisbon,January,2023,82,Low,62.0,99.0,7.62,50,63.0,2023-01-01,2023-01
San Francisco,January,2023,70,Very High,66.0,73.0,9.74,127,89.0,2023-01-01,2023-01
Zurich,January,2023,66,Low,38.0,141.0,6.39,96,91.0,2023-01-01,2023-01
Melbourne,January,2023,47,Low,16.0,52.0,8.21,120,89.0,2023-01-01,2023-01
Berlin,January,2023,73,High,35.0,65.0,9.28,84,77.0,2023-01-01,2023-01
Toronto,January,2023,85,Medium,30.0,102.0,6.26,107,71.0,2023-01-01,2023-01
Prague,January,2023,71,Very High,50.0,61.0,8.25,62,89.0,2023-01-01,2023-01
Sydney,January,2023,73,Low,61.0,33.0,10.0,90,83.0,2023-01-01,2023-01
Tokyo,January,2023,64,Very High,47.0,63.0,8.77,75,80.0,2023-01-01,2023-01
Paris,January,2023,50,Low,46.0,39.0,9.36,77,86.0,2023-01-01,2023-01
Rome,January,2023,55,Low,14.0,145.0,4.94,70,75.0,2023-01-01,2023-01
Stockholm,January,2023,46,High,38.0,70.0,8.8,93,90.0,2023-01-01,2023-01
Helsinki,January,2023,78,High,14.0,149.0,5.64,121,100.0,2023-01-01,2023-01
Vienna,January,2023,76,Very High,82.0,90.0,8.26,118,74.0,2023-01-01,2023-01
Dublin,January,2023,81,Medium,45.0,46.0,8.55,74,85.0,2023-01-01,2023-01
London,January,2023,84,High,47.0,97.0,8.25,58,76.0,2023-01-01,2023-01
Copenhagen,January,2023,71,Very High,27.0,55.0,7.87,50,90.0,2023-01-01,2023-01
New York,January,2023,81,High,21.0,99.0,6.42,115,64.0,2023-01-01,2023-01
Montreal,January,2023,73,High,57.0,80.0,8.09,80,77.0,2023-01-01,2023-01
Barcelona,January,2023,70,Medium,34.0,146.0,4.91,78,68.0,2023-01-01,2023-01
Prague,February,2023,80,High,49.0,57.0,8.99,61,73.0,2023-02-01,2023-02
Sydney,February,2023,81,High,25.0,77.0,7.36,108,93.0,2023-02-01,2023-02
San Francisco,February,2023,72,Low,36.0,108.0,5.84,70,84.0,2023-02-01,2023-02
Vienna,February,2023,59,Low,50.0,124.0,7.95,120,62.0,2023-02-01,2023-02
Montreal,February,2023,79,Medium,46.0,115.0,8.12,81,70.0,2023-02-01,2023-02
Melbourne,February,2023,85,Low,57.0,75.0,7.56,57,62.0,2023-02-01,2023-02
Berlin,February,2023,84,Medium,46.0,51.0,9.51,119,68.0,2023-02-01,2023-02
San Francisco,February,2023,71,Very High,80.0,67.0,8.27,124,77.0,2023-02-01,2023-02
New York,February,2023,76,High,45.0,131.0,5.42,71,64.0,2023-02-01,2023-02
Toronto,February,2023,51,Medium,20.0,45.0,9.36,110,63.0,2023-02-01,2023-02
Stockholm,February,2023,50,Low,55.0,42.0,10.0,121,65.0,2023-02-01,2023-02
Zurich,February,2023,58,Low,31.0,99.0,6.41,102,77.0,2023-02-01,2023-02
Lisbon,February,2023,56,High,34.0,106.0,7.06,53,91.0,2023-02-01,2023-02
Auckland,February,2023,61,High,13.0,112.0,7.62,123,100.0,2023-02-01,2023-02
Dublin,February,2023,45,Medium,59.0,64.0,10.0,77,60.0,2023-02-01,2023-02
Copenhagen,February,2023,59,High,29.0,97.0,8.81,104,86.0,2023-02-01,2023-02
Barcelona,February,2023,48,High,42.0,109.0,7.7,52,67.0,2023-02-01,2023-02
Tokyo,February,2023,59,High,26.0,92.0,7.24,95,88.0,2023-02-01,2023-02
Rome,February,2023,61,Medium,13.0,78.0,6.2,50,82.0,2023-02-01,2023-02
London,February,2023,73,Low,53.0,118.0,8.86,115,85.0,2023-02-01,2023-02
Paris,February,2023,76,Medium,31.0,52.0,8.58,281,83.0,2023-02-01,2023-02
Vienna,March,2023,59,Very High,70.0,47.0,9.2,57,86.0,2023-03-01,2023-03
Helsinki,March,2023,61,Low,36.0,34.0,9.02,130,100.0,2023-03-01,2023-03
Barcelona,March,2023,62,Low,48.0,42.0,9.57,67,66.0,2023-03-01,2023-03
New York,March,2023,53,Low,48.0,130.0,7.26,68,80.0,2023-03-01,2023-03
San Francisco,March,2023,69,High,19.0,50.0,6.86,128,60.0,2023-03-01,2023-03
Helsinki,March,2023,56,Medium,35.0,49.0,10.0,86,100.0,2023-03-01,2023-03
Montreal,March,2023,59,Medium,82.0,114.0,9.32,52,67.0,2023-03-01,2023-03
Rome,March,2023,75,Low,31.0,143.0,7.52,61,80.0,2023-03-01,2023-03
Toronto,March,2023,59,Low,81.0,47.0,10.0,69,88.0,2023-03-01,2023-03
Prague,March,2023,45,Medium,31.0,44.0,9.56,104,82.0,2023-03-01,2023-03
Rome,March,2023,48,Medium,27.0,61.0,9.58,98,76.0,2023-03-01,2023-03
Dublin,March,2023,79,Medium,44.0,51.0,7.68,55,77.0,2023-03-01,2023-03
Warsaw,March,2023,69,Low,46.0,97.0,8.66,111,100.0,2023-03-01,2023-03
London,March,2023,52,High,29.0,37.0,8.36,107,64.0,2023-03-01,2023-03
Lisbon,March,2023,56,High,58.0,47.0,9.7,95,87.0,2023-03-01,2023-03
Zurich,March,2023,72,Low,81.0,150.0,6.69,75,76.0,2023-03-01,2023-03
Sydney,March,2023,79,Medium,77.0,90.0,8.2,66,91.0,2023-03-01,2023-03
Oslo,March,2023,84,Medium,23.0,63.0,8.58,122,94.0,2023-03-01,2023-03
Auckland,March,2023,55,Medium,61.0,39.0,9.45,111,81.0,2023-03-01,2023-03
Copenhagen,March,2023,70,Very High,76.0,40.0,10.0,71,85.0,2023-03-01,2023-03
Tokyo,March,2023,69,Low,23.0,150.0,6.75,63,75.0,2023-03-01,2023-03
Stockholm,March,2023,51,Very High,14.0,73.0,7.38,125,96.0,2023-03-01,2023-03
Paris,March,2023,69,Medium,76.0,146.0,6.73,114,98.0,2023-03-01,2023-03
Stockholm,March,2023,70,Low,37.0,30.0,8.04,63,95.0,2023-03-01,2023-03
Berlin,March,2023,84,Low,85.0,118.0,9.79,92,94.0,2023-03-01,2023-03
Melbourne,March,2023,55,High,83.0,88.0,8.86,123,65.0,2023-03-01,2023-03
London,April,2023,58,Medium,80.0,68.0,8.8,54,85.0,2023-04-01,2023-04
Rome,April,2023,78,Medium,24.0,110.0,7.63,82,82.0,2023-04-01,2023-04
Barcelona,April,2023,63,Medium,76.0,75.0,9.59,120,73.0,2023-04-01,2023-04
Prague,April,2023,84,High,25.0,60.0,5.92,92,62.0,2023-04-01,2023-04
Montreal,April,2023,65,Very High,67.0,149.0,6.78,96,77.0,2023-04-01,2023-04
Stockholm,April,2023,58,Medium,49.0,48.0,10.0,121,80.0,2023-04-01,2023-04
New York,April,2023,73,High,12.0,69.0,6.03,110,84.0,2023-04-01,2023-04
Sydney,April,2023,60,Medium,52.0,69.0,7.93,127,90.0,2023-04-01,2023-04
Vienna,April,2023,55,High,84.0,32.0,10.0,65,60.0,2023-04-01,2023-04
Copenhagen,April,2023,80,Low,76.0,83.0,10.0,90,60.0,2023-04-01,2023-04
Paris,April,2023,68,High,54.0,147.0,6.23,114,69.0,2023-04-01,2023-04
Berlin,April,2023,74,Low,22.0,117.0,5.91,78,99.0,2023-04-01,2023-04
Helsinki,April,2023,79,High,72.0,80.0,8.75,62,78.0,2023-04-01,2023-04
Melbourne,April,2023,77,High,13.0,55.0,8.59,128,60.0,2023-04-01,2023-04
Warsaw,April,2023,74,High,70.0,117.0,9.26,59,82.0,2023-04-01,2023-04
Dublin,April,2023,68,Low,10.0,110.0,6.49,120,68.0,2023-04-01,2023-04
Tokyo,April,2023,51,High,27.0,74.0,8.28,82,74.0,2023-04-01,2023-04
Auckland,April,2023,74,Very High,57.0,43.0,10.0,107,66.0,2023-04-01,2023-04
Zurich,April,2023,69,Low,19.0,104.0,7.49,73,83.0,2023-04-01,2023-04
Warsaw,April,2023,72,High,17.0,107.0,7.66,124,73.0,2023-04-01,2023-04
San Francisco,April,2023,77,Very High,17.0,46.0,8.29,109,77.0,2023-04-01,2023-04
Lisbon,April,2023,46,Low,53.0,42.0,8.69,57,63.0,2023-04-01,2023-04
Sydney,May,2023,69,Low,42.0,103.0,7.81,64,96.0,2023-05-01,2023-05
Berlin,May,2023,75,Medium,72.0,90.0,7.71,71,82.0,2023-05-01,2023-05
Prague,May,2023,59,Low,47.0,129.0,8.78,103,75.0,2023-05-01,2023-05
Oslo,May,2023,64,High,47.0,30.0,8.08,65,80.0,2023-05-01,2023-05
Toronto,May,2023,71,Medium,34.0,66.0,7.34,83,66.0,2023-05-01,2023-05
Tokyo,May,2023,73,Very High,52.0,144.0,5.9,77,96.0,2023-05-01,2023-05
Zurich,May,2023,71,Medium,58.0,113.0,7.33,90,97.0,2023-05-01,2023-05
Warsaw,May,2023,74,Medium,49.0,119.0,6.58,121,91.0,2023-05-01,2023-05
Auckland,May,2023,76,Very High,83.0,54.0,8.73,109,79.0,2023-05-01,2023-05
Copenhagen,May,2023,70,Medium,66.0,143.0,8.36,88,94.0,2023-05-01,2023-05
Stockholm,May,2023,67,Low,27.0,54.0,6.65,67,76.0,2023-05-01,2023-05
Melbourne,May,2023,52,Medium,60.0,49.0,10.0,65,89.0,2023-05-01,2023-05
Barcelona,May,2023,59,High,77.0,103.0,9.74,93,99.0,2023-05-01,2023-05
Vienna,May,2023,72,Medium,70.0,89.0,9.28,125,89.0,2023-05-01,2023-05
Helsinki,May,2023,75,Low,54.0,120.0,6.81,112,75.0,2023-05-01,2023-05
Barcelona,May,2023,49,Low,73.0,41.0,10.0,62,74.0,2023-05-01,2023-05
New York,May,2023,64,Medium,70.0,113.0,8.15,53,68.0,2023-05-01,2023-05
Paris,May,2023,45,Low,56.0,33.0,9.4,55,77.0,2023-05-01,2023-05
Montreal,May,2023,55,Medium,73.0,93.0,10.0,53,86.0,2023-05-01,2023-05
San Francisco,May,2023,54,Medium,66.0,144.0,8.88,74,93.0,2023-05-01,2023-05
Rome,May,2023,46,Low,48.0,76.0,9.15,104,100.0,2023-05-01,2023-05
London,May,2023,53,Medium,60.0,140.0,7.06,104,96.0,2023-05-01,2023-05
Dublin,May,2023,82,High,45.0,32.0,9.1,98,76.0,2023-05-01,2023-05
Barcelona,June,2023,52,High,56.0,70.0,10.0,217,70.0,2023-06-01,2023-06
Toronto,June,2023,54,Low,48.0,135.0,8.94,91,86.0,2023-06-01,2023-06
Tokyo,June,2023,60,Low,24.0,86.0,8.35,96,65.0,2023-06-01,2023-06
Paris,June,2023,51,High,43.0,119.0,8.11,50,86.0,2023-06-01,2023-06
Zurich,June,2023,77,Medium,10.0,150.0,3.87,116,61.0,2023-06-01,2023-06
Berlin,June,2023,60,High,48.0,81.0,8.02,120,90.0,2023-06-01,2023-06
Copenhagen,June,2023,55,Very High,80.0,73.0,9.5,119,75.0,2023-06-01,2023-06
Montreal,June,2023,98,Medium,61.0,82.0,8.25,57,62.0,2023-06-01,2023-06
Lisbon,June,2023,46,Medium,32.0,134.0,6.65,118,67.0,2023-06-01,2023-06
Vienna,June,2023,65,Medium,73.0,93.0,8.49,51,63.0,2023-06-01,2023-06
London,June,2023,77,Medium,52.0,143.0,7.72,85,71.0,2023-06-01,2023-06
Dublin,June,2023,72,Low,60.0,59.0,10.0,111,71.0,2023-06-01,2023-06
Auckland,June,2023,75,Low,46.0,142.0,6.04,51,87.0,2023-06-01,2023-06
Melbourne,June,2023,47,High,58.0,46.0,10.0,54,81.0,2023-06-01,2023-06
Prague,June,2023,65,Low,37.0,49.0,8.85,93,77.0,2023-06-01,2023-06
Stockholm,June,2023,54,Very High,73.0,101.0,7.98,82,84.0,2023-06-01,2023-06
Oslo,June,2023,45,Medium,70.0,61.0,9.73,102,93.0,2023-06-01,2023-06
Helsinki,June,2023,70,Medium,50.0,133.0,8.2,56,74.0,2023-06-01,2023-06
Warsaw,June,2023,77,Medium,31.0,85.0,7.58,82,94.0,2023-06-01,2023-06
Oslo,June,2023,49,Medium,73.0,55.0,10.0,94,86.0,2023-06-01,2023-06
New York,June,2023,79,Medium,23.0,44.0,7.38,61,87.0,2023-06-01,2023-06
Sydney,June,2023,70,High,81.0,57.0,9.21,115,90.0,2023-06-01,2023-06
Sydney,July,2023,77,High,45.0,92.0,8.14,73,85.0,2023-07-01,2023-07
Melbourne,July,2023,66,Low,14.0,54.0,8.0,51,89.0,2023-07-01,2023-07
New York,July,2023,77,High,71.0,131.0,9.13,66,84.0,2023-07-01,2023-07
Warsaw,July,2023,56,Medium,58.0,131.0,6.74,86,80.0,2023-07-01,2023-07
Lisbon,July,2023,66,Low,73.0,49.0,10.0,120,88.0,2023-07-01,2023-07
San Francisco,July,2023,66,High,43.0,118.0,6.63,109,95.0,2023-07-01,2023-07
Montreal,July,2023,47,Medium,57.0,96.0,7.65,69,71.0,2023-07-01,2023-07
Zurich,July,2023,71,Medium,36.0,33.0,8.01,114,95.0,2023-07-01,2023-07
Toronto,July,2023,75,Low,23.0,70.0,7.15,79,82.0,2023-07-01,2023-07
London,July,2023,54,High,71.0,94.0,10.0,114,85.0,2023-07-01,2023-07
Barcelona,July,2023,69,High,24.0,88.0,7.72,111,70.0,2023-07-01,2023-07
Helsinki,July,2023,53,Medium,24.0,108.0,5.98,52,61.0,2023-07-01,2023-07
Auckland,July,2023,73,Low,56.0,39.0,8.13,85,99.0,2023-07-01,2023-07
Tokyo,July,2023,65,Medium,14.0,120.0,5.46,235,76.0,2023-07-01,2023-07
Stockholm,July,2023,48,Low,26.0,113.0,7.13,125,83.0,2023-07-01,2023-07
Copenhagen,July,2023,52,High,74.0,36.0,9.89,123,89.0,2023-07-01,2023-07
Rome,July,2023,78,High,70.0,129.0,8.08,59,70.0,2023-07-01,2023-07
Barcelona,July,2023,77,Medium,21.0,109.0,7.3,108,83.0,2023-07-01,2023-07
Oslo,July,2023,78,Low,84.0,39.0,9.29,76,72.0,2023-07-01,2023-07
Prague,July,2023,56,Very High,42.0,141.0,6.9,63,71.0,2023-07-01,2023-07
Berlin,July,2023,49,High,79.0,52.0,10.0,123,67.0,2023-07-01,2023-07
Dublin,July,2023,83,Very High,49.0,52.0,8.87,68,75.0,2023-07-01,2023-07
Paris,July,2023,77,High,47.0,82.0,6.98,65,70.0,2023-07-01,2023-07
Vienna,July,2023,84,Medium,13.0,32.0,6.3,73,69.0,2023-07-01,2023-07
Berlin,August,2023,69,Low,23.0,106.0,7.94,57,68.0,2023-08-01,2023-08
Dublin,August,2023,45,Low,22.0,32.0,10.0,55,65.0,2023-08-01,2023-08
San Francisco,August,2023,48,Medium,44.0,91.0,8.82,61,99.0,2023-08-01,2023-08
Montreal,August,2023,52,High,48.0,103.0,8.88,77,93.0,2023-08-01,2023-08
Warsaw,August,2023,53,Medium,11.0,43.0,9.46,85,75.0,2023-08-01,2023-08
Sydney,August,2023,74,Low,26.0,58.0,7.86,92,60.0,2023-08-01,2023-08
Auckland,August,2023,47,High,28.0,95.0,6.76,67,90.0,2023-08-01,2023-08
Lisbon,August,2023,75,Low,61.0,37.0,9.91,125,93.0,2023-08-01,2023-08
Copenhagen,August,2023,81,High,39.0,66.0,7.86,98,75.0,2023-08-01,2023-08
Vienna,August,2023,76,Medium,48.0,124.0,8.18,108,73.0,2023-08-01,2023-08
Tokyo,August,2023,61,Medium,82.0,83.0,8.79,50,89.0,2023-08-01,2023-08
Stockholm,August,2023,53,Low,18.0,145.0,7.51,79,99.0,2023-08-01,2023-08
Oslo,August,2023,73,Medium,10.0,93.0,5.8,118,68.0,2023-08-01,2023-08
Barcelona,August,2023,67,Low,82.0,53.0,9.94,66,91.0,2023-08-01,2023-08
Toronto,August,2023,45,Very High,62.0,138.0,9.45,119,73.0,2023-08-01,2023-08
Zurich,August,2023,76,High,35.0,139.0,5.51,103,95.0,2023-08-01,2023-08
Montreal,August,2023,57,Low,25.0,133.0,5.43,62,67.0,2023-08-01,2023-08
London,August,2023,79,Medium,68.0,105.0,8.52,108,80.0,2023-08-01,2023-08
New York,August,2023,50,Medium,39.0,114.0,8.82,64,91.0,2023-08-01,2023-08
